Age,Gender,Grade_Level,Math_Score,Writing_Score,Attendance_Rate,Extracurriculars,Graduation_Year,Graduation_Month,Academic_Average,Grade_Age_Gap,Graduation_Distance,Attendance_Band,Literacy_Level
13,Female,8,58.7,67.9,94.2,Sports,2028,6,63.300000000000004,0,2,Medium,Medium
11,Female,6,94.3,89.4,88.0,Art,2030,6,91.85,0,4,Medium,High
14,Male,9,66.0,67.5,94.4,Sports,2027,6,66.75,0,1,Medium,Medium
18,Female,12,32.5,43.2,100.0,Music,2024,6,37.85,-1,-2,High,Low
11,Female,5,71.4,67.7,82.9,Sports,2031,7,69.55000000000001,-1,5,Low,Medium
7,Female,3,95.2,83.4,86.8,Music,2033,7,89.30000000000001,1,7,Medium,High
11,Male,7,89.6,76.8,89.8,None,2029,7,83.19999999999999,1,3,Medium,Medium
16,Female,10,93.5,80.9,88.9,Sports,2026,7,87.2,-1,0,Medium,Medium
8,Male,4,50.7,60.2,89.3,None,2032,6,55.45,1,6,Medium,Low
18,Female,12,79.7,76.4,84.5,Sports,2024,7,78.05000000000001,-1,-2,Low,Medium
13,Male,9,55.2,60.6,98.0,Art,2027,6,57.900000000000006,1,1,High,Medium
13,Female,8,69.4,72.7,83.9,Art,2028,7,71.05000000000001,0,2,Low,Medium
10,Female,5,46.9,59.3,90.0,None,2031,7,53.099999999999994,0,5,Medium,Low
17,Male,12,56.3,58.6,96.2,Sports,2024,7,57.45,0,-2,High,Medium
6,Female,1,55.9,56.6,90.8,Sports,2035,7,56.25,0,9,Medium,Low
9,Male,5,79.5,76.3,86.1,None,2031,6,77.9,1,5,Medium,High
11,Female,7,78.0,77.0,84.3,None,2029,7,77.5,1,3,Low,Medium
12,Female,8,70.2,68.2,89.9,Science Club,2028,7,69.2,1,2,Medium,Medium
12,Male,7,45.7,55.8,87.2,Sports,2029,6,50.75,0,3,Medium,Low
7,Male,2,61.3,64.5,92.0,Music,2034,7,62.9,0,8,Medium,Medium
8,Male,2,54.8,60.3,84.0,None,2034,7,57.55,-1,8,Low,Low
7,Male,3,79.0,73.1,95.1,Science Club,2033,6,76.05,1,7,High,Medium
13,Female,8,83.7,79.8,91.6,Science Club,2028,7,81.75,0,2,Medium,High
10,Female,4,81.8,79.0,91.9,Music,2032,6,80.4,-1,6,Medium,High
13,Male,9,54.7,57.8,98.2,Music,2027,7,56.25,1,1,High,Medium
13,Female,8,24.9,41.1,88.8,None,2028,6,33.0,0,2,Medium,Low
15,Male,10,39.5,53.1,87.4,None,2026,6,46.3,0,0,Medium,Low
13,Female,7,87.3,78.7,88.3,Sports,2029,7,83.0,-1,3,Medium,Medium
14,Male,10,60.0,65.3,90.0,None,2026,7,62.65,1,0,Medium,Medium
13,Female,8,54.7,63.7,90.5,Science Club,2028,7,59.2,0,2,Medium,Medium
14,Female,10,90.6,77.9,86.8,Music,2026,6,84.25,1,0,Medium,High
14,Male,10,85.0,73.1,80.9,Music,2026,7,79.05,1,0,Low,Medium
10,Female,4,66.4,66.1,88.2,None,2032,6,66.25,-1,6,Medium,Medium
9,Other,3,61.6,59.4,92.8,Music,2033,7,60.5,-1,7,Medium,Medium
16,Male,12,64.0,70.7,91.7,Science Club,2024,6,67.35,1,-2,Medium,Medium
10,Male,5,69.4,68.1,97.0,None,2031,7,68.75,0,5,High,Medium
13,Female,8,90.0,87.0,100.0,Sports,2028,7,88.5,0,2,High,High
8,Male,2,72.3,64.8,94.8,None,2034,6,68.55,-1,8,Medium,Medium
11,Male,6,76.9,74.8,97.9,Music,2030,6,75.85,0,4,High,Medium
12,Male,8,83.5,84.1,94.8,Art,2028,7,83.8,1,2,Medium,Medium
14,Female,8,48.5,52.8,99.5,Science Club,2028,7,50.65,-1,2,High,Low
12,Male,7,77.3,78.7,100.0,Science Club,2029,6,78.0,0,3,High,Medium
10,Male,6,61.6,60.6,95.8,Art,2030,7,61.1,1,4,High,Medium
18,Female,12,28.3,42.9,94.5,Science Club,2024,6,35.6,-1,-2,Medium,Low
12,Female,6,34.1,50.5,90.0,None,2030,7,42.3,-1,4,Medium,Low
